Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P,Total Score
330001,0.067541, 0.203433, 0.084259, 0.002000,0.059006,0.073974,0.059462,0.043486,0.057778,0.068433,0.069880,0.031297,0.023847,0.083615,0.042360,0.013875,28441288
330501,0.118755, 0.086952, 0.120405, 0.004370,0.071259,0.066046,0.073823,0.026570,0.092983,0.085340,0.077434,0.014700,0.099951,0.076561,0.164711,0.027873,28483442
331001,0.327634, 0.173091, 0.081467, 0.002000,0.088975,0.061716,0.048122,0.016930,0.178967,0.075081,0.062122,0.007158,0.184522,0.111460,0.072839,0.002000,28453058
331501,0.062286, 0.002000, 0.024730, 0.020023,0.087796,0.064501,0.066499,0.020518,0.133904,0.074839,0.075330,0.011087,0.128523,0.009853,0.035926,0.008008,28396147
332001,0.002000, 0.078844, 0.033238, 0.072578,0.088504,0.068327,0.084465,0.026951,0.145499,0.071227,0.082561,0.015716,0.067680,0.046194,0.037700,0.043947,28367078
332501,0.083415, 0.004107, 0.143575, 0.075724,0.081941,0.060317,0.056509,0.022676,0.076377,0.066459,0.072300,0.014520,0.042050,0.052350,0.124359,0.043084,28444436
333001,0.222374, 0.002000, 0.084512, 0.002000,0.079521,0.087254,0.070100,0.031274,0.092204,0.107049,0.072683,0.018305,0.127898,0.086499,0.085208,0.034091,28420839
333501,0.002000, 0.014440, 0.063358, 0.002000,0.083025,0.069136,0.058029,0.024468,0.129561,0.060916,0.065337,0.013367,0.109281,0.065823,0.065785,0.005930,28495006
334001,0.002000, 0.062530, 0.002000, 0.002000,0.086099,0.060418,0.062657,0.020708,0.115066,0.064152,0.064664,0.013603,0.097432,0.050981,0.079373,0.026414,28415826
334501,0.068112, 0.091425, 0.091175, 0.032937,0.108387,0.089397,0.069438,0.013644,0.102392,0.128988,0.063477,0.007291,0.040188,0.077427,0.047787,0.012312,28431554
335001,0.086093, 0.032963, 0.002000, 0.002000,0.068128,0.052302,0.093564,0.024827,0.090664,0.038070,0.076868,0.012521,0.039797,0.073834,0.041148,0.007223,28477194
335501,0.132682, 0.027730, 0.181457, 0.002000,0.080883,0.078654,0.083311,0.027563,0.102766,0.065827,0.111790,0.014709,0.144337,0.079160,0.107582,0.002000,28477339
336001,0.008990, 0.101910, 0.062718, 0.037997,0.071191,0.055132,0.071788,0.029829,0.058653,0.062247,0.053868,0.016685,0.006468,0.102245,0.037504,0.013999,28448011
336501,0.045850, 0.027680, 0.261556, 0.107054,0.064161,0.071040,0.091483,0.028074,0.062740,0.094806,0.107815,0.016017,0.049219,0.086542,0.169774,0.062368,28439370
337001,0.082702, 0.002000, 0.002000, 0.002000,0.065744,0.060939,0.045508,0.019567,0.104519,0.058586,0.048259,0.009353,0.051528,0.065686,0.029255,0.002000,28447717
337501,0.091229, 0.079967, 0.042762, 0.048353,0.069932,0.043741,0.068193,0.026824,0.081291,0.047783,0.062666,0.015832,0.079965,0.046167,0.023233,0.017451,28530404
338001,0.179279, 0.137990, 0.136372, 0.002000,0.081476,0.069715,0.055321,0.016774,0.088905,0.078485,0.075248,0.007141,0.119658,0.106653,0.108010,0.002026,28466418
338501,0.103227, 0.002000, 0.046272, 0.002000,0.063899,0.071366,0.054530,0.020762,0.064100,0.116370,0.056274,0.010217,0.056368,0.104387,0.028057,0.035070,28417057
339001,0.002000, 0.209292, 0.150850, 0.053921,0.066414,0.082381,0.070621,0.019386,0.089782,0.101289,0.074677,0.010349,0.108702,0.160565,0.089390,0.019307,28416022
339501,0.107311, 0.156516, 0.159908, 0.002000,0.048839,0.061612,0.068072,0.015636,0.075998,0.067964,0.081327,0.008640,0.109734,0.093387,0.108229,0.002000,28315028
340001,0.168481, 0.044257, 0.002000, 0.030540,0.085003,0.056894,0.034278,0.024142,0.136378,0.058043,0.037285,0.016832,0.138839,0.060731,0.019964,0.011513,28429541
340501,0.071685, 0.126337, 0.082621, 0.010601,0.081561,0.081066,0.102618,0.017988,0.071978,0.078176,0.106847,0.008629,0.071136,0.085932,0.048614,0.004867,28436230
341001,0.015076, 0.023115, 0.002000, 0.002000,0.058115,0.069534,0.052273,0.023821,0.062240,0.059152,0.051671,0.012043,0.061415,0.053117,0.002000,0.028376,28489483
341501,0.101485, 0.052853, 0.241506, 0.002000,0.055190,0.062535,0.075216,0.020215,0.066846,0.048519,0.176464,0.010218,0.070078,0.085018,0.145473,0.002000,28458899
342001,0.164253, 0.060184, 0.097804, 0.011065,0.106446,0.078948,0.095339,0.024588,0.105958,0.095032,0.128068,0.013388,0.071259,0.037748,0.163201,0.005022,28444092
342501,0.031427, 0.002000, 0.066681, 0.002000,0.086681,0.062795,0.070297,0.028435,0.099920,0.062912,0.076520,0.016889,0.087738,0.032314,0.104448,0.015543,28374423
343001,0.013540, 0.002000, 0.002000, 0.009930,0.073701,0.062589,0.064156,0.022545,0.077925,0.055484,0.070298,0.011459,0.018100,0.092457,0.029927,0.032567,28353538
343501,0.031477, 0.184199, 0.097463, 0.002000,0.076128,0.081995,0.087024,0.013911,0.068957,0.144326,0.071173,0.007332,0.074689,0.113204,0.064603,0.016257,28432774
344001,0.014784, 0.125488, 0.109368, 0.002000,0.065686,0.054918,0.054480,0.008460,0.059885,0.062658,0.055569,0.006129,0.044088,0.079169,0.041398,0.007264,28450992
344501,0.163164, 0.047387, 0.151439, 0.002000,0.107095,0.087000,0.076393,0.038993,0.145730,0.098674,0.073108,0.017833,0.212628,0.038314,0.087497,0.024379,28380373
345001,0.002000, 0.119322, 0.072261, 0.002000,0.070786,0.066127,0.071371,0.019556,0.066534,0.059765,0.107842,0.010247,0.012481,0.148320,0.082111,0.004365,28473111
345501,0.002000, 0.163380, 0.002000, 0.002000,0.058331,0.085627,0.069324,0.019540,0.056154,0.119683,0.068114,0.009470,0.027384,0.147910,0.004633,0.028520,28396376
346001,0.077133, 0.024245, 0.078263, 0.002000,0.098201,0.054417,0.062808,0.038099,0.099233,0.059531,0.060342,0.021513,0.027044,0.050613,0.059431,0.002000,28362815
346501,0.002000, 0.046319, 0.086777, 0.079097,0.065700,0.070390,0.066518,0.026814,0.072580,0.081798,0.074401,0.012042,0.005778,0.096547,0.117905,0.048495,28461973
347001,0.096224, 0.002000, 0.170259, 0.022746,0.080055,0.057679,0.062809,0.015939,0.116194,0.060807,0.068170,0.009904,0.130433,0.041353,0.121891,0.008915,28387009
347501,0.080939, 0.140384, 0.051551, 0.002000,0.063766,0.059403,0.050134,0.030771,0.154200,0.058943,0.060103,0.017590,0.086181,0.059015,0.055037,0.008803,28418917
348001,0.228557, 0.002000, 0.020308, 0.019378,0.084068,0.073660,0.073744,0.016987,0.097044,0.069194,0.080585,0.009959,0.179309,0.065193,0.105323,0.023657,28503800
348501,0.072514, 0.002000, 0.173602, 0.002000,0.081458,0.073393,0.082258,0.033410,0.096180,0.072352,0.147538,0.018471,0.085129,0.026459,0.203646,0.030989,28532349
349001,0.025331, 0.102051, 0.318323, 0.024325,0.091590,0.069084,0.071032,0.018069,0.113898,0.075379,0.105653,0.008378,0.036066,0.035350,0.172778,0.011660,28438373
349501,0.127669, 0.094113, 0.002000, 0.002000,0.097527,0.082965,0.069707,0.013318,0.114806,0.122846,0.063449,0.008069,0.092615,0.078137,0.095039,0.012841,28447438
350001,0.218678, 0.196715, 0.171466, 0.002000,0.081008,0.077263,0.079050,0.032386,0.106641,0.130384,0.101649,0.016879,0.123793,0.120420,0.102262,0.050429,28457642
350501,0.025922, 0.042892, 0.039869, 0.033314,0.074852,0.067577,0.067344,0.012300,0.123028,0.067312,0.059689,0.007668,0.063177,0.062503,0.034840,0.023563,28409320
351001,0.050827, 0.045129, 0.067599, 0.032924,0.063831,0.068136,0.056182,0.018004,0.105371,0.066786,0.059072,0.008122,0.055124,0.030696,0.044395,0.012308,28451906
351501,0.035311, 0.119932, 0.098040, 0.002000,0.065655,0.055341,0.059352,0.028466,0.083830,0.067458,0.069909,0.012925,0.061529,0.078676,0.075808,0.004890,28386907
352001,0.133388, 0.193129, 0.148082, 0.003053,0.071079,0.074532,0.084405,0.019486,0.087729,0.114657,0.126612,0.010289,0.045796,0.199882,0.158138,0.025572,28455565
352501,0.018061, 0.019042, 0.173058, 0.176140,0.121039,0.074665,0.085251,0.034133,0.162288,0.086366,0.084836,0.015029,0.148509,0.050896,0.093565,0.060047,28515619
353001,0.149712, 0.078754, 0.042516, 0.002000,0.067547,0.052592,0.059333,0.019248,0.076457,0.059279,0.036823,0.009591,0.127092,0.027585,0.017269,0.021989,28546520
353501,0.119942, 0.116987, 0.092331, 0.002000,0.098651,0.073710,0.061126,0.032018,0.135142,0.104066,0.083632,0.012447,0.183125,0.094304,0.052153,0.002000,28447565
354001,0.147315, 0.121026, 0.048592, 0.002000,0.084674,0.063509,0.070641,0.027757,0.096614,0.075068,0.080022,0.012724,0.050438,0.070864,0.017531,0.003750,28435335
354501,0.089668, 0.040855, 0.125367, 0.002000,0.091939,0.061281,0.068248,0.023510,0.124252,0.067697,0.085048,0.010944,0.127239,0.062467,0.089932,0.002000,28527517
355001,0.092698, 0.002000, 0.002000, 0.002000,0.080637,0.062536,0.068706,0.023176,0.090355,0.081714,0.080185,0.015019,0.071013,0.055568,0.087237,0.002000,28429100
355501,0.060593, 0.107621, 0.211785, 0.002000,0.077686,0.047087,0.065430,0.025628,0.069682,0.048888,0.072478,0.014676,0.128666,0.037207,0.138991,0.001782,28500794
356001,0.110604, 0.065464, 0.033357, 0.002000,0.093547,0.064840,0.064214,0.037300,0.114846,0.066907,0.062636,0.016722,0.075505,0.024279,0.029884,0.002000,28475453
356501,0.145203, 0.060058, 0.002000, 0.002000,0.060090,0.060110,0.068269,0.031268,0.056796,0.082610,0.085368,0.015803,0.068292,0.057801,0.052749,0.027128,28365592
357001,0.002000, 0.072100, 0.188352, 0.002000,0.068080,0.073212,0.055805,0.024454,0.075569,0.091750,0.063491,0.010658,0.048898,0.137079,0.083153,0.002000,28411681
357501,0.103593, 0.252591, 0.033167, 0.046465,0.096212,0.080409,0.073805,0.014687,0.131518,0.130713,0.077595,0.007892,0.098346,0.145797,0.021625,0.029320,28405107
358001,0.100577, 0.193815, 0.169603, 0.019475,0.089052,0.071378,0.076388,0.027468,0.162179,0.099947,0.086300,0.019610,0.119792,0.116589,0.113469,0.007825,28421449
358501,0.198575, 0.002000, 0.002000, 0.017539,0.062119,0.078953,0.056994,0.025953,0.076026,0.076248,0.052105,0.017126,0.153558,0.019107,0.020253,0.007180,28479167
359001,0.023417, 0.098323, 0.037172, 0.056264,0.072546,0.083115,0.059089,0.035346,0.130339,0.084950,0.047227,0.023913,0.057559,0.061293,0.060313,0.030657,28416979
359501,0.015376, 0.089084, 0.042514, 0.006803,0.088060,0.068215,0.070439,0.024523,0.074204,0.096973,0.078756,0.013620,0.100384,0.081411,0.078245,0.018491,28513706
360001,0.324015, 0.198920, 0.037432, 0.095234,0.128038,0.074536,0.081133,0.023375,0.207913,0.062473,0.101162,0.015716,0.253734,0.090363,0.076437,0.046520,28466779
360501,0.199617, 0.249527, 0.098803, 0.016435,0.062319,0.089985,0.064901,0.023340,0.064830,0.090929,0.077881,0.017738,0.099750,0.125636,0.059466,0.025074,28414173
361001,0.095405, 0.046152, 0.154247, 0.002000,0.085665,0.062971,0.056857,0.016686,0.096627,0.055897,0.070478,0.010997,0.065136,0.018555,0.123620,0.008525,28486041
361501,0.196150, 0.138629, 0.106519, 0.002000,0.078317,0.106323,0.062653,0.028937,0.123350,0.103742,0.062624,0.012915,0.147140,0.110131,0.065483,0.004359,28517777
362001,0.221752, 0.002000, 0.286899, 0.059756,0.086279,0.068231,0.083259,0.028378,0.113783,0.057962,0.079396,0.014564,0.077007,0.020529,0.125305,0.021252,28452333
362501,0.039263, 0.082322, 0.051054, 0.002000,0.076654,0.061169,0.091827,0.021894,0.080858,0.053444,0.067241,0.009640,0.101292,0.088143,0.088035,0.002000,28410284
363001,0.123883, 0.027215, 0.002000, 0.002000,0.086359,0.088497,0.055275,0.015930,0.086857,0.078290,0.064952,0.008245,0.089965,0.060387,0.044715,0.002000,28452080
363501,0.055207, 0.094454, 0.006344, 0.019446,0.048612,0.065166,0.067590,0.027202,0.038808,0.077412,0.073538,0.021862,0.051046,0.137075,0.029184,0.007815,28466289
364001,0.002000, 0.046154, 0.009991, 0.025711,0.081719,0.070728,0.046586,0.020743,0.090951,0.077978,0.056646,0.014210,0.043666,0.021698,0.036803,0.009904,28469509
364501,0.021290, 0.002000, 0.002000, 0.002000,0.062403,0.083372,0.063465,0.022621,0.074876,0.101026,0.068454,0.010009,0.087702,0.103785,0.056180,0.034340,28423190
365001,0.082381, 0.002000, 0.070028, 0.002000,0.057660,0.067968,0.058554,0.031203,0.073250,0.068976,0.076658,0.015645,0.077273,0.051579,0.064476,0.002000,28418736
365501,0.002000, 0.002000, 0.031041, 0.096429,0.052722,0.052399,0.051993,0.034497,0.062137,0.055749,0.051540,0.021996,0.042344,0.084014,0.057962,0.033476,28473475
366001,0.102398, 0.002000, 0.016401, 0.002000,0.064917,0.068477,0.064608,0.018649,0.124003,0.090228,0.048429,0.013904,0.094216,0.088646,0.006800,0.017437,28415620
366501,0.169659, 0.002000, 0.079594, 0.002000,0.069120,0.074923,0.074644,0.023679,0.087291,0.067647,0.075721,0.012102,0.111832,0.019557,0.045620,0.002000,28517651
367001,0.071805, 0.057326, 0.002000, 0.002000,0.082302,0.059273,0.077938,0.024831,0.089427,0.062548,0.072117,0.011796,0.048107,0.048891,0.058101,0.004469,28443194
367501,0.115454, 0.028717, 0.018457, 0.002000,0.084759,0.072414,0.055552,0.014552,0.165887,0.098325,0.098695,0.006975,0.096621,0.075453,0.074942,0.007815,28463244
368001,0.044291, 0.002000, 0.209489, 0.086653,0.058410,0.090463,0.078111,0.024084,0.058424,0.084974,0.076080,0.013814,0.047857,0.028248,0.139241,0.030218,28479826
368501,0.002000, 0.119726, 0.135316, 0.002000,0.094485,0.067599,0.091070,0.031793,0.128520,0.086267,0.101465,0.014245,0.055482,0.127863,0.054741,0.002000,28447402
369001,0.101849, 0.057911, 0.015858, 0.002000,0.069193,0.050465,0.043605,0.024614,0.084803,0.054784,0.055421,0.014881,0.135482,0.051759,0.074617,0.003955,28475333
369501,0.043034, 0.002000, 0.002000, 0.008893,0.089907,0.057679,0.040383,0.027163,0.098390,0.063673,0.045099,0.013841,0.109113,0.063138,0.047134,0.005982,28444975
370001,0.216398, 0.032175, 0.094831, 0.002000,0.098252,0.055381,0.065366,0.010789,0.160788,0.060596,0.081667,0.005261,0.171257,0.055164,0.079485,0.013394,28433150
370501,0.027211, 0.082212, 0.133944, 0.002000,0.057756,0.048577,0.101843,0.027600,0.065421,0.063946,0.135025,0.018233,0.055897,0.054556,0.308950,0.002033,28443121
371001,0.105493, 0.027123, 0.006262, 0.046722,0.065359,0.079560,0.056598,0.027316,0.080708,0.079296,0.053958,0.014050,0.110993,0.068348,0.080812,0.016907,28504319
371501,0.208328, 0.022539, 0.101649, 0.002000,0.060017,0.071016,0.073896,0.028099,0.070744,0.064048,0.081490,0.015989,0.125110,0.041372,0.070182,0.002000,28518593
372001,0.002000, 0.002000, 0.047899, 0.009627,0.076527,0.091787,0.057169,0.022527,0.071939,0.106381,0.057393,0.010491,0.009436,0.075726,0.041213,0.008587,28441004
372501,0.002000, 0.027332, 0.130884, 0.024884,0.101597,0.063729,0.068833,0.026340,0.183298,0.060773,0.105422,0.013973,0.113725,0.029696,0.142661,0.010896,28500385
373001,0.033764, 0.055155, 0.072137, 0.002000,0.074814,0.064544,0.061346,0.029535,0.086215,0.062716,0.078746,0.018864,0.042197,0.123149,0.096907,0.024832,28505559
373501,0.022087, 0.147735, 0.054432, 0.035297,0.069072,0.075880,0.058558,0.027237,0.071052,0.103660,0.049091,0.018273,0.078834,0.084280,0.036423,0.026040,28401752
374001,0.128780, 0.202551, 0.002000, 0.049875,0.083155,0.073565,0.054217,0.027766,0.105855,0.095958,0.052381,0.020058,0.094480,0.168151,0.002000,0.028362,28429129
374501,0.207494, 0.002000, 0.059459, 0.002000,0.068447,0.071663,0.061192,0.015208,0.085911,0.068987,0.052473,0.007594,0.098136,0.034972,0.070576,0.002000,28394772
375001,0.002000, 0.131420, 0.081520, 0.003185,0.072059,0.071168,0.062957,0.021461,0.074854,0.074482,0.045645,0.011040,0.057484,0.110543,0.069197,0.002395,28449093
375501,0.237392, 0.066724, 0.002000, 0.002000,0.089088,0.092217,0.075992,0.024850,0.109565,0.088197,0.067465,0.010185,0.124410,0.164735,0.073364,0.002000,28454767
376001,0.129525, 0.002000, 0.077613, 0.056314,0.056898,0.052297,0.046532,0.027106,0.044144,0.045612,0.048211,0.018838,0.045367,0.028747,0.027204,0.036637,28395177
376501,0.198079, 0.018927, 0.064745, 0.002000,0.099842,0.078070,0.100310,0.023582,0.133590,0.081637,0.097310,0.014327,0.183849,0.014818,0.098875,0.034782,28447530
377001,0.197896, 0.036252, 0.002000, 0.023223,0.107690,0.047325,0.083247,0.024327,0.111121,0.054708,0.090172,0.015932,0.086060,0.031183,0.085684,0.022966,28368897
377501,0.006615, 0.073244, 0.094173, 0.002000,0.075922,0.059848,0.050892,0.032829,0.098287,0.064299,0.045653,0.020314,0.053928,0.080874,0.070795,0.022476,28359853
378001,0.002000, 0.101542, 0.002000, 0.097203,0.085456,0.060336,0.069115,0.027978,0.097610,0.055234,0.082325,0.013880,0.017023,0.079027,0.045514,0.033734,28427067
378501,0.073199, 0.002000, 0.067788, 0.002000,0.088252,0.063882,0.049159,0.021313,0.108200,0.074354,0.051178,0.010819,0.069969,0.063628,0.026224,0.005680,28383058
379001,0.002000, 0.002000, 0.002000, 0.051980,0.068378,0.060196,0.074659,0.022838,0.092990,0.080808,0.062301,0.012666,0.033701,0.053171,0.030732,0.018660,28451850
379501,0.002000, 0.002000, 0.002000, 0.002000,0.074962,0.056238,0.090878,0.024871,0.069251,0.075249,0.061435,0.016900,0.053600,0.066311,0.073926,0.033853,28376204
380001,0.139476, 0.002000, 0.002000, 0.002000,0.061662,0.054524,0.076484,0.017892,0.086499,0.060353,0.066083,0.009361,0.083283,0.082737,0.064049,0.002000,28470324
380501,0.246319, 0.002000, 0.151490, 0.002000,0.085805,0.059351,0.083826,0.021838,0.141330,0.049156,0.097872,0.012597,0.200986,0.002000,0.145131,0.008325,28464384
381001,0.084091, 0.260564, 0.002000, 0.002000,0.102905,0.078893,0.047780,0.025694,0.126444,0.075530,0.046390,0.012932,0.077557,0.097082,0.045470,0.013314,28425478
381501,0.062661, 0.154854, 0.002000, 0.002000,0.081698,0.078114,0.083766,0.019513,0.095105,0.090721,0.090041,0.012355,0.107775,0.159296,0.031929,0.021754,28512800
382001,0.102312, 0.026843, 0.057603, 0.002000,0.071055,0.063663,0.062619,0.012203,0.076131,0.071837,0.071616,0.005998,0.035437,0.042316,0.029090,0.002000,28381259
382501,0.165459, 0.076991, 0.219063, 0.002000,0.079903,0.082297,0.061920,0.021633,0.123052,0.070600,0.061573,0.012242,0.073362,0.055185,0.100891,0.011734,28479885
383001,0.106305, 0.074118, 0.062581, 0.002000,0.087226,0.077244,0.063712,0.010695,0.102338,0.085408,0.074582,0.005877,0.088805,0.026039,0.055708,0.002000,28491675
383501,0.277685, 0.002000, 0.003233, 0.018919,0.087006,0.067945,0.051996,0.023741,0.136874,0.071627,0.055642,0.014932,0.240223,0.106098,0.080603,0.038348,28332366
384001,0.083149, 0.019089, 0.179643, 0.002000,0.055898,0.082862,0.088703,0.034316,0.059073,0.105173,0.108507,0.019076,0.046859,0.077245,0.159286,0.005456,28552047
384501,0.056683, 0.183603, 0.050524, 0.023908,0.072598,0.051089,0.042198,0.023744,0.082607,0.040796,0.058775,0.012720,0.105936,0.115816,0.035389,0.009303,28429705
385001,0.293696, 0.071077, 0.032129, 0.002000,0.086702,0.083832,0.065144,0.030340,0.109178,0.070932,0.073352,0.019917,0.185472,0.036088,0.083685,0.002872,28516983
385501,0.107208, 0.250050, 0.029892, 0.002000,0.063367,0.060220,0.069104,0.025992,0.081056,0.101291,0.081835,0.013343,0.071358,0.166115,0.048811,0.002000,28368623
386001,0.089012, 0.043855, 0.002000, 0.013382,0.076679,0.052855,0.074330,0.029586,0.066347,0.049573,0.079551,0.014779,0.064785,0.022031,0.023137,0.038244,28481760
386501,0.084233, 0.002000, 0.029201, 0.002000,0.057356,0.079215,0.056178,0.021503,0.046145,0.069430,0.053482,0.012155,0.057653,0.083047,0.065157,0.002000,28417723
387001,0.074924, 0.022521, 0.130987, 0.002000,0.065320,0.064715,0.052948,0.022550,0.069221,0.071568,0.058622,0.012984,0.065879,0.056846,0.146117,0.002000,28414882
387501,0.002000, 0.002000, 0.051477, 0.002000,0.061614,0.068771,0.073091,0.029243,0.059124,0.063115,0.082468,0.018566,0.045196,0.059718,0.083613,0.002000,28492268
388001,0.081642, 0.002000, 0.002000, 0.002000,0.080439,0.091561,0.056239,0.023773,0.089642,0.095052,0.049599,0.012017,0.126315,0.125674,0.022731,0.002000,28433694
388501,0.030702, 0.011351, 0.002000, 0.042227,0.052511,0.075963,0.069965,0.019807,0.065602,0.079965,0.049285,0.013719,0.060543,0.117770,0.007879,0.015409,28436407
389001,0.204142, 0.106818, 0.002000, 0.013095,0.096663,0.089055,0.048768,0.022858,0.178680,0.109522,0.044493,0.013585,0.271198,0.058010,0.002000,0.029305,28528053
389501,0.110703, 0.085665, 0.032790, 0.002000,0.052541,0.069504,0.053354,0.014680,0.067717,0.067855,0.053675,0.008596,0.066565,0.066649,0.012263,0.002000,28340068
390001,0.006866, 0.082670, 0.095733, 0.076602,0.082595,0.071594,0.063557,0.028980,0.093615,0.087915,0.080933,0.018041,0.052665,0.084819,0.137526,0.026867,28451721
390501,0.211295, 0.032598, 0.002000, 0.002000,0.076479,0.049258,0.065598,0.025668,0.160127,0.055775,0.057251,0.013328,0.223682,0.069219,0.058670,0.017918,28552988
391001,0.338377, 0.202084, 0.151281, 0.002000,0.115001,0.067935,0.094109,0.025918,0.150369,0.066623,0.104568,0.014653,0.246487,0.143017,0.202633,0.002000,28510508
