Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P,Total Score
253001,0.268777, 0.164585, 0.071883, 0.002000,0.133406,0.059377,0.063579,0.013102,0.167874,0.056312,0.089739,0.008344,0.332975,0.098028,0.108899,0.002000,28499886
253501,0.024082, 0.041832, 0.033355, 0.002000,0.059285,0.070671,0.046538,0.029581,0.066351,0.080484,0.044028,0.017984,0.061746,0.063403,0.051234,0.002000,28479550
254001,0.002000, 0.113248, 0.071970, 0.002000,0.089327,0.085705,0.055357,0.026523,0.104415,0.083218,0.045125,0.013694,0.012278,0.070567,0.050734,0.002000,28412865
254501,0.150490, 0.076894, 0.123553, 0.002000,0.069229,0.070830,0.080017,0.023921,0.070800,0.083106,0.111674,0.013131,0.145475,0.080242,0.081937,0.002000,28401681
255001,0.002000, 0.002000, 0.002000, 0.029438,0.076508,0.086489,0.067980,0.015169,0.073732,0.084069,0.057250,0.010240,0.047747,0.008258,0.002000,0.011146,28401198
255501,0.054323, 0.002000, 0.002000, 0.005734,0.082395,0.065701,0.066617,0.027011,0.080094,0.068718,0.076434,0.014978,0.029627,0.045280,0.067922,0.009964,28427318
256001,0.049121, 0.087343, 0.100995, 0.002000,0.076155,0.047005,0.045731,0.020322,0.163984,0.040935,0.059871,0.011399,0.103452,0.043940,0.104580,0.039478,28374708
256501,0.188953, 0.104572, 0.002000, 0.016948,0.070744,0.054385,0.066474,0.023013,0.083826,0.059738,0.080339,0.014039,0.110403,0.047975,0.018099,0.006983,28479789
257001,0.006097, 0.002000, 0.026803, 0.025987,0.061913,0.071055,0.054355,0.029703,0.077689,0.062038,0.050878,0.014207,0.032071,0.051933,0.035609,0.009996,28362592
257501,0.173029, 0.049943, 0.002000, 0.009951,0.094823,0.055563,0.065303,0.021027,0.103292,0.059356,0.067439,0.013055,0.116143,0.078072,0.015013,0.009946,28408637
258001,0.017423, 0.095452, 0.106797, 0.080824,0.068743,0.065057,0.058442,0.022587,0.052641,0.095516,0.065855,0.012368,0.007141,0.046810,0.097415,0.060274,28406162
258501,0.002000, 0.056483, 0.077577, 0.002000,0.069330,0.094603,0.068596,0.029431,0.079219,0.063906,0.062397,0.016999,0.072478,0.067444,0.081894,0.040237,28508412
259001,0.102065, 0.043765, 0.054190, 0.012227,0.084562,0.063215,0.051064,0.021433,0.100804,0.069510,0.057048,0.013418,0.035355,0.025750,0.048168,0.015062,28408511
259501,0.275777, 0.014257, 0.028140, 0.012800,0.110284,0.078182,0.062567,0.013848,0.129720,0.103610,0.103377,0.007693,0.166973,0.057852,0.073310,0.024372,28493618
260001,0.090998, 0.116600, 0.095901, 0.002000,0.085729,0.075208,0.074487,0.020681,0.091043,0.085323,0.073314,0.009553,0.060842,0.067103,0.084056,0.002000,28446799
260501,0.179728, 0.002000, 0.114011, 0.002000,0.097077,0.061306,0.056584,0.034654,0.162411,0.062636,0.055164,0.019823,0.123057,0.009009,0.039337,0.010356,28398332
261001,0.318637, 0.110706, 0.189587, 0.002000,0.096525,0.085893,0.075406,0.030330,0.161078,0.106043,0.092597,0.019486,0.220467,0.137180,0.111295,0.002000,28428755
261501,0.268797, 0.002000, 0.002000, 0.002000,0.074602,0.048416,0.071356,0.027800,0.099298,0.061267,0.068668,0.018514,0.168334,0.030148,0.037666,0.002000,28505061
262001,0.151204, 0.126667, 0.133486, 0.043907,0.088271,0.072515,0.062835,0.020040,0.128044,0.094135,0.061066,0.012884,0.051735,0.131154,0.123290,0.022047,28521937
262501,0.002000, 0.002000, 0.154426, 0.002000,0.074207,0.074952,0.064856,0.024363,0.072346,0.081272,0.072737,0.013754,0.085104,0.008165,0.080630,0.008526,28474545
263001,0.063072, 0.002000, 0.215123, 0.002000,0.041746,0.066188,0.084781,0.021646,0.037988,0.068150,0.066974,0.010697,0.024708,0.043714,0.117790,0.009150,28391337
263501,0.136769, 0.083971, 0.142866, 0.002000,0.070440,0.094065,0.061598,0.025693,0.125704,0.108730,0.073840,0.012543,0.184972,0.088489,0.083960,0.002000,28459943
264001,0.167237, 0.123741, 0.002000, 0.054417,0.057387,0.073889,0.069296,0.021257,0.060764,0.066794,0.065286,0.010380,0.072789,0.082647,0.002000,0.043352,28435091
264501,0.157656, 0.003872, 0.056020, 0.071571,0.102984,0.101925,0.088701,0.022407,0.134815,0.115682,0.103767,0.013110,0.119393,0.090100,0.036777,0.043883,28479080
265001,0.087494, 0.178816, 0.305075, 0.002000,0.069274,0.060211,0.075284,0.021013,0.088195,0.057507,0.110843,0.011317,0.055125,0.093205,0.163879,0.005502,28466658
265501,0.002000, 0.031878, 0.020941, 0.012858,0.090052,0.086974,0.063344,0.025711,0.115014,0.096518,0.084090,0.017525,0.083220,0.150743,0.087252,0.005619,28440639
266001,0.209634, 0.092371, 0.002000, 0.002000,0.102841,0.061309,0.073813,0.010117,0.154425,0.088488,0.070379,0.006857,0.225454,0.150506,0.054548,0.002000,28492491
266501,0.275421, 0.090458, 0.051186, 0.040109,0.072401,0.067785,0.075513,0.021981,0.114314,0.070216,0.063247,0.009462,0.104744,0.132881,0.122440,0.014703,28392047
267001,0.079697, 0.002000, 0.134355, 0.002000,0.067803,0.090587,0.065483,0.016934,0.073878,0.087137,0.075669,0.007564,0.029483,0.057542,0.085666,0.030790,28518046
267501,0.032415, 0.058489, 0.002000, 0.033811,0.093298,0.074677,0.068930,0.020833,0.115670,0.103306,0.063751,0.012133,0.126410,0.088208,0.060664,0.012604,28379185
268001,0.018639, 0.002000, 0.095855, 0.002000,0.078981,0.071725,0.058542,0.024007,0.085578,0.067666,0.064511,0.012189,0.038975,0.091544,0.048001,0.026464,28486669
268501,0.013924, 0.002000, 0.028152, 0.002000,0.077029,0.068432,0.058098,0.023518,0.064370,0.079366,0.051151,0.009446,0.011934,0.053391,0.112045,0.002000,28390277
269001,0.077028, 0.031198, 0.119638, 0.002000,0.080138,0.071260,0.079935,0.013009,0.103810,0.071692,0.077831,0.006288,0.104635,0.065451,0.158063,0.018567,28392022
269501,0.090988, 0.111857, 0.002000, 0.002000,0.076211,0.067382,0.063386,0.029895,0.083970,0.076754,0.078464,0.013500,0.097081,0.133762,0.076589,0.011859,28407634
270001,0.054317, 0.168869, 0.080498, 0.002000,0.114702,0.072421,0.060652,0.024852,0.211943,0.089884,0.078816,0.014004,0.168894,0.081816,0.062313,0.002000,28553901
270501,0.230109, 0.002000, 0.153037, 0.023347,0.073005,0.068716,0.051331,0.027294,0.087113,0.082191,0.055555,0.012962,0.108450,0.051556,0.117920,0.009116,28531194
271001,0.044801, 0.087467, 0.089717, 0.002000,0.061504,0.062349,0.060283,0.027863,0.090516,0.058342,0.054060,0.015550,0.111085,0.070346,0.064054,0.005872,28481602
271501,0.002000, 0.114800, 0.199363, 0.002000,0.078566,0.083876,0.065530,0.025485,0.074351,0.086275,0.077503,0.012340,0.046348,0.126219,0.126533,0.002000,28468597
272001,0.110314, 0.057601, 0.090071, 0.002000,0.094282,0.084026,0.045075,0.025677,0.096019,0.097279,0.041474,0.016367,0.095463,0.053691,0.064626,0.026926,28529474
272501,0.030494, 0.113486, 0.091499, 0.002000,0.051575,0.049064,0.065640,0.022491,0.071672,0.059515,0.082613,0.009684,0.059556,0.080404,0.112009,0.002000,28505581
273001,0.061434, 0.030706, 0.040123, 0.002000,0.066839,0.077324,0.080794,0.017333,0.089465,0.070830,0.096073,0.009702,0.098387,0.101760,0.052175,0.009689,28485963
273501,0.041562, 0.002000, 0.254865, 0.002000,0.055781,0.062202,0.061414,0.022965,0.061435,0.063761,0.070426,0.012396,0.080753,0.002000,0.135469,0.002000,28432460
274001,0.086932, 0.127784, 0.039723, 0.002000,0.091961,0.080443,0.092529,0.009703,0.103389,0.081228,0.108074,0.005262,0.166023,0.059145,0.147120,0.002000,28479427
274501,0.129417, 0.047787, 0.073540, 0.093675,0.085294,0.061797,0.079976,0.025168,0.140910,0.063801,0.102655,0.011842,0.071050,0.041885,0.158950,0.032558,28562873
275001,0.177726, 0.127460, 0.116292, 0.002000,0.107699,0.060318,0.068828,0.021137,0.176107,0.067647,0.050173,0.013148,0.159882,0.062330,0.040239,0.002000,28436408
275501,0.209051, 0.139228, 0.070562, 0.083699,0.058756,0.055421,0.071848,0.029354,0.065628,0.056692,0.081324,0.016883,0.113520,0.110715,0.057242,0.029796,28450515
276001,0.002000, 0.002629, 0.043859, 0.002000,0.063248,0.039611,0.051034,0.023964,0.062743,0.043941,0.047511,0.013445,0.018533,0.048170,0.064356,0.008794,28365443
276501,0.163489, 0.043875, 0.002000, 0.083084,0.088995,0.072753,0.075593,0.028140,0.103186,0.086673,0.062435,0.014900,0.180435,0.027164,0.080257,0.049479,28448921
277001,0.226215, 0.116626, 0.002000, 0.002000,0.114458,0.054883,0.047237,0.025630,0.174071,0.057547,0.049179,0.017035,0.126981,0.069717,0.009511,0.002000,28434290
277501,0.236073, 0.002000, 0.040082, 0.002000,0.094714,0.079114,0.064458,0.032196,0.115362,0.080901,0.065767,0.021609,0.268221,0.137640,0.106576,0.033148,28510636
278001,0.047164, 0.077267, 0.002000, 0.002000,0.063748,0.057058,0.064052,0.023775,0.071391,0.061149,0.062244,0.013742,0.056105,0.088230,0.007855,0.002000,28441291
278501,0.110573, 0.130091, 0.086158, 0.002000,0.088315,0.079980,0.071373,0.018970,0.133119,0.091118,0.103114,0.011016,0.082309,0.096604,0.030053,0.011251,28406103
279001,0.002000, 0.002000, 0.010578, 0.002000,0.062658,0.049968,0.066423,0.022807,0.089479,0.065856,0.085625,0.015601,0.063176,0.043406,0.108729,0.007451,28454243
279501,0.002225, 0.037383, 0.002000, 0.002000,0.074421,0.054101,0.055641,0.025532,0.068748,0.048972,0.050640,0.013783,0.033446,0.013794,0.035210,0.020644,28460138
280001,0.146926, 0.055400, 0.060566, 0.002000,0.095014,0.052454,0.056117,0.028163,0.133523,0.050729,0.050029,0.014533,0.140598,0.046660,0.021522,0.032889,28446658
280501,0.344659, 0.036500, 0.002000, 0.004531,0.114686,0.061999,0.078457,0.023462,0.162755,0.060429,0.038775,0.012251,0.207534,0.014787,0.002000,0.002844,28467336
281001,0.218483, 0.002000, 0.049053, 0.043904,0.105152,0.070383,0.042310,0.026795,0.179365,0.068215,0.048844,0.013118,0.174477,0.045162,0.033106,0.015497,28373463
281501,0.135786, 0.077941, 0.074127, 0.042293,0.084316,0.065428,0.058777,0.019321,0.075723,0.073242,0.071315,0.010153,0.099148,0.048327,0.038488,0.015431,28358727
282001,0.054963, 0.229274, 0.074686, 0.002000,0.065809,0.065129,0.047948,0.026712,0.109306,0.085955,0.059344,0.018761,0.104787,0.138323,0.044971,0.005223,28445128
282501,0.104274, 0.069063, 0.002000, 0.003363,0.086540,0.029726,0.080767,0.013525,0.113463,0.033463,0.113414,0.007519,0.078358,0.035443,0.067984,0.013350,28438414
283001,0.169988, 0.073988, 0.042617, 0.002000,0.075901,0.046249,0.053542,0.032416,0.179290,0.044795,0.066546,0.020199,0.205874,0.086811,0.053920,0.033013,28443400
283501,0.002000, 0.056244, 0.309553, 0.002000,0.062333,0.054103,0.088441,0.026419,0.079516,0.078452,0.096161,0.016435,0.058561,0.087703,0.177979,0.024535,28439981
284001,0.002000, 0.002000, 0.045207, 0.002161,0.052641,0.068545,0.056863,0.023861,0.057947,0.071265,0.068832,0.013097,0.029090,0.021202,0.016402,0.009738,28497941
284501,0.002000, 0.071117, 0.002000, 0.002000,0.091571,0.056441,0.082448,0.041314,0.114943,0.058479,0.083426,0.031107,0.176010,0.025039,0.095681,0.006344,28405334
285001,0.150948, 0.011114, 0.169113, 0.002000,0.057729,0.056853,0.053561,0.018584,0.054915,0.066410,0.064956,0.008745,0.102927,0.032460,0.100921,0.002000,28492268
285501,0.032382, 0.002000, 0.060773, 0.083664,0.077385,0.076042,0.068919,0.024466,0.123800,0.083724,0.068686,0.011988,0.049863,0.002000,0.118007,0.029221,28540675
286001,0.015541, 0.004521, 0.074720, 0.002000,0.049911,0.058970,0.076141,0.031204,0.047167,0.076996,0.093640,0.018271,0.025039,0.015847,0.081208,0.002000,28428642
286501,0.045884, 0.002000, 0.002000, 0.002000,0.047579,0.048159,0.075508,0.023454,0.045009,0.041123,0.089023,0.015813,0.063460,0.014711,0.033682,0.002000,28446168
287001,0.036366, 0.088477, 0.002000, 0.030689,0.075547,0.056824,0.082330,0.019395,0.087003,0.057878,0.077556,0.015051,0.049871,0.088280,0.073272,0.019831,28384910
287501,0.096421, 0.013912, 0.106437, 0.002000,0.070589,0.062075,0.050962,0.021314,0.073051,0.046275,0.062920,0.012395,0.165791,0.005971,0.084589,0.002000,28484902
288001,0.002000, 0.055293, 0.302742, 0.002000,0.079629,0.058514,0.077084,0.022001,0.127175,0.048982,0.080708,0.008601,0.026751,0.019764,0.111297,0.002000,28434195
288501,0.002000, 0.101674, 0.067704, 0.002000,0.077756,0.071992,0.075399,0.027345,0.071629,0.081806,0.087468,0.013963,0.002000,0.043935,0.051236,0.033471,28356605
289001,0.002000, 0.037436, 0.021553, 0.002000,0.064896,0.064326,0.086847,0.019869,0.066233,0.056675,0.114399,0.010312,0.047446,0.013812,0.081794,0.002000,28440730
289501,0.002000, 0.002000, 0.006616, 0.021473,0.074555,0.053473,0.076664,0.022500,0.065933,0.063331,0.054940,0.011412,0.054455,0.056036,0.003539,0.008491,28442219
290001,0.052371, 0.062169, 0.166996, 0.001260,0.081894,0.080999,0.072168,0.026299,0.108661,0.079996,0.081148,0.012383,0.059013,0.076366,0.087691,0.001753,28443822
290501,0.078704, 0.079349, 0.013903, 0.020533,0.087419,0.070426,0.090686,0.032350,0.138717,0.094051,0.113127,0.022521,0.135223,0.067375,0.122966,0.011084,28466645
291001,0.002000, 0.002000, 0.106764, 0.002000,0.063025,0.044180,0.076887,0.023084,0.061629,0.040159,0.094474,0.012168,0.056361,0.041115,0.067572,0.026408,28438274
291501,0.045186, 0.002000, 0.142685, 0.043168,0.089613,0.064289,0.082437,0.009854,0.103129,0.059380,0.091216,0.006712,0.062775,0.045674,0.198766,0.015723,28432582
292001,0.110694, 0.078047, 0.061487, 0.002000,0.073204,0.073800,0.060706,0.018109,0.107261,0.095643,0.061585,0.011436,0.039885,0.107450,0.021829,0.014954,28424656
292501,0.002000, 0.018629, 0.170048, 0.002000,0.080051,0.070602,0.068825,0.020875,0.092512,0.091361,0.082140,0.008234,0.097160,0.091393,0.090059,0.008255,28492385
293001,0.015203, 0.062718, 0.126560, 0.004105,0.073261,0.064355,0.054940,0.026572,0.091034,0.058420,0.046709,0.014037,0.063267,0.138979,0.046917,0.027153,28445339
293501,0.214304, 0.002000, 0.002000, 0.002000,0.072277,0.065053,0.048662,0.025748,0.123151,0.060806,0.058871,0.016366,0.175768,0.033558,0.031578,0.036892,28490009
294001,0.130898, 0.002000, 0.042406, 0.001910,0.058361,0.052611,0.060280,0.020391,0.095193,0.043335,0.079833,0.011320,0.095486,0.012659,0.021702,0.001970,28460141
294501,0.170707, 0.223917, 0.002000, 0.002000,0.059983,0.077559,0.058768,0.021142,0.042060,0.090417,0.080382,0.010990,0.124696,0.094865,0.092192,0.025456,28371215
295001,0.035516, 0.106575, 0.251494, 0.002000,0.069037,0.072826,0.088559,0.016970,0.059650,0.087181,0.110731,0.007417,0.013172,0.048567,0.127940,0.017843,28425133
295501,0.002000, 0.002000, 0.150214, 0.002000,0.070712,0.082394,0.065929,0.030977,0.094780,0.072807,0.082608,0.021384,0.079435,0.040559,0.126895,0.014012,28527326
296001,0.035184, 0.102277, 0.072390, 0.002000,0.065869,0.070208,0.070650,0.023011,0.066637,0.076383,0.076471,0.013197,0.060899,0.084198,0.095685,0.007778,28415314
296501,0.014721, 0.116933, 0.002000, 0.063545,0.110369,0.068472,0.092445,0.041981,0.171158,0.085852,0.095135,0.026090,0.065112,0.103259,0.042097,0.022515,28429571
297001,0.020333, 0.086552, 0.101578, 0.002000,0.092549,0.052860,0.062929,0.026191,0.117253,0.069931,0.091452,0.019268,0.064020,0.104018,0.142572,0.020272,28467441
297501,0.219947, 0.002000, 0.002000, 0.009246,0.076034,0.072458,0.063594,0.019631,0.085121,0.093384,0.048270,0.011297,0.124606,0.032345,0.099527,0.007140,28417010
298001,0.023914, 0.034981, 0.002000, 0.002000,0.074463,0.056350,0.072444,0.019850,0.112843,0.080440,0.097032,0.012305,0.103261,0.062950,0.114910,0.002000,28500835
298501,0.094298, 0.002000, 0.145903, 0.002000,0.085970,0.050431,0.077236,0.028972,0.146950,0.066354,0.083795,0.012442,0.169597,0.028431,0.079818,0.007622,28321394
299001,0.081194, 0.116399, 0.116914, 0.002000,0.073877,0.059664,0.072466,0.023603,0.099003,0.056247,0.102688,0.018210,0.092573,0.086602,0.118656,0.024515,28556417
299501,0.002660, 0.186863, 0.092206, 0.002000,0.097106,0.072926,0.076545,0.019517,0.113939,0.072685,0.093709,0.011424,0.025069,0.063621,0.092631,0.002000,28399464
300001,0.002000, 0.051053, 0.002000, 0.096205,0.082061,0.058494,0.067575,0.031087,0.109190,0.083681,0.087520,0.019140,0.115636,0.070340,0.095607,0.033402,28412192
300501,0.177145, 0.025518, 0.209901, 0.002000,0.090549,0.059928,0.067438,0.020971,0.122637,0.078022,0.081115,0.015765,0.119340,0.041512,0.186044,0.002000,28541364
301001,0.048361, 0.047900, 0.002000, 0.002000,0.064743,0.069837,0.048663,0.033437,0.070189,0.055449,0.045052,0.017585,0.075695,0.076063,0.015069,0.044887,28410432
301501,0.002660, 0.002000, 0.065961, 0.024998,0.064096,0.064477,0.062406,0.023318,0.066423,0.057046,0.048889,0.013671,0.056305,0.054380,0.025908,0.009666,28402977
302001,0.225083, 0.028246, 0.061875, 0.002000,0.076077,0.083646,0.068492,0.026948,0.096477,0.138821,0.092080,0.016104,0.169458,0.155141,0.078776,0.002000,28357176
302501,0.002000, 0.014744, 0.162796, 0.002000,0.080054,0.050632,0.066789,0.020442,0.111135,0.047189,0.107035,0.011170,0.077252,0.012479,0.138874,0.015993,28517158
303001,0.099763, 0.301567, 0.095932, 0.010299,0.101268,0.125497,0.081716,0.022804,0.123131,0.142927,0.082885,0.011549,0.172675,0.202794,0.071045,0.004766,28476676
303501,0.002000, 0.194891, 0.084013, 0.002000,0.068367,0.062176,0.079650,0.019353,0.094398,0.082390,0.096912,0.010315,0.091547,0.146574,0.111135,0.015643,28405306
304001,0.114867, 0.002000, 0.138894, 0.063511,0.098920,0.038566,0.062763,0.015285,0.100243,0.029576,0.064692,0.006636,0.049947,0.017365,0.048624,0.022504,28400013
304501,0.122028, 0.078807, 0.046086, 0.002000,0.077723,0.066188,0.067947,0.030799,0.071015,0.076089,0.076986,0.020054,0.043092,0.062505,0.067139,0.025107,28383520
305001,0.154876, 0.122850, 0.007332, 0.002000,0.066020,0.100492,0.084579,0.025379,0.086560,0.096917,0.090501,0.013097,0.088032,0.088655,0.136601,0.002000,28459234
305501,0.002000, 0.088206, 0.118413, 0.017204,0.101694,0.050294,0.081293,0.025258,0.073747,0.061067,0.131331,0.012248,0.066864,0.082560,0.142164,0.025100,28504503
306001,0.002000, 0.115451, 0.006802, 0.002000,0.068959,0.064968,0.057334,0.020835,0.083711,0.084735,0.064980,0.009659,0.067394,0.150813,0.080111,0.021356,28412267
306501,0.176356, 0.072674, 0.233648, 0.002000,0.053027,0.058327,0.056692,0.018378,0.046204,0.055926,0.070008,0.009414,0.060119,0.043902,0.113235,0.002784,28511590
307001,0.215097, 0.105175, 0.002000, 0.022516,0.087108,0.110407,0.064954,0.032150,0.101961,0.090934,0.052387,0.012153,0.110084,0.100419,0.056517,0.008839,28416190
307501,0.113930, 0.177808, 0.087575, 0.004949,0.052820,0.080426,0.052298,0.010885,0.054196,0.101699,0.066648,0.006199,0.053426,0.082858,0.051795,0.012267,28463651
308001,0.177567, 0.078591, 0.093402, 0.064005,0.085342,0.087054,0.077971,0.042242,0.138412,0.092790,0.096105,0.024859,0.102892,0.153138,0.174772,0.075485,28487007
308501,0.054485, 0.044612, 0.137042, 0.095875,0.068587,0.059982,0.065781,0.024361,0.084660,0.059031,0.074699,0.011519,0.019495,0.041640,0.147652,0.033292,28434759
309001,0.239796, 0.169092, 0.018632, 0.002000,0.084573,0.063908,0.052733,0.022912,0.107253,0.059533,0.057627,0.011904,0.179895,0.110367,0.043281,0.002000,28519362
309501,0.064639, 0.015110, 0.002000, 0.002000,0.044449,0.058022,0.056232,0.023947,0.043017,0.075411,0.051416,0.010928,0.085958,0.039805,0.011793,0.030571,28369279
310001,0.034706, 0.002000, 0.117825, 0.063272,0.065772,0.072703,0.052266,0.028689,0.059019,0.078257,0.044491,0.017901,0.027729,0.090405,0.072760,0.051471,28396796
310501,0.112512, 0.052570, 0.035719, 0.002000,0.076074,0.060089,0.079276,0.027363,0.116245,0.080972,0.107468,0.012863,0.056236,0.072037,0.071117,0.026803,28420854
311001,0.335945, 0.011864, 0.160133, 0.027762,0.109778,0.075442,0.076397,0.027370,0.127535,0.073935,0.078267,0.018424,0.151395,0.121058,0.131659,0.010587,28577950
311501,0.042810, 0.110612, 0.236778, 0.038706,0.067967,0.095934,0.078227,0.015327,0.078791,0.117569,0.119996,0.010302,0.036388,0.038204,0.120289,0.033594,28452237
312001,0.002000, 0.002000, 0.007946, 0.002000,0.080284,0.067116,0.076105,0.027533,0.087541,0.072225,0.053196,0.016952,0.086343,0.025741,0.033261,0.002000,28420210
312501,0.136137, 0.052464, 0.111117, 0.046357,0.071714,0.047785,0.074051,0.022007,0.186054,0.042325,0.075192,0.010876,0.145392,0.068495,0.102814,0.016786,28409529
313001,0.129422, 0.002000, 0.002000, 0.002000,0.058263,0.077838,0.068209,0.026098,0.061184,0.069110,0.055531,0.010976,0.067026,0.005001,0.003315,0.002000,28404008
313501,0.059751, 0.086387, 0.002000, 0.020030,0.092466,0.072943,0.070487,0.024712,0.157967,0.076885,0.075348,0.015652,0.127115,0.126358,0.075469,0.047528,28448983
314001,0.002000, 0.011048, 0.002000, 0.002000,0.071129,0.086740,0.069614,0.025218,0.076346,0.055266,0.058440,0.011891,0.047557,0.008552,0.070822,0.002000,28484341
314501,0.066830, 0.002000, 0.008645, 0.002000,0.064363,0.052534,0.045566,0.003936,0.059957,0.057750,0.036532,0.002974,0.124545,0.026001,0.004462,0.002000,28440095
315001,0.110524, 0.143333, 0.002000, 0.002000,0.082294,0.080355,0.056424,0.024353,0.123597,0.085771,0.057584,0.011020,0.098052,0.109915,0.034849,0.002000,28401282
315501,0.085949, 0.058421, 0.002000, 0.002000,0.086135,0.063935,0.056026,0.025285,0.109371,0.075821,0.059501,0.016986,0.100737,0.059432,0.029987,0.042890,28507601
316001,0.190196, 0.077870, 0.002000, 0.008172,0.096597,0.052473,0.056604,0.024713,0.114592,0.076985,0.059893,0.013509,0.154863,0.049576,0.024553,0.004057,28389698
316501,0.009121, 0.038827, 0.128598, 0.002000,0.077075,0.074431,0.054918,0.022688,0.093228,0.098326,0.085557,0.009314,0.067737,0.029462,0.106370,0.002000,28430991
317001,0.002000, 0.051323, 0.145584, 0.002000,0.063793,0.064399,0.068598,0.030849,0.091128,0.076785,0.065677,0.009322,0.056731,0.115923,0.085347,0.059155,28410567
317501,0.118689, 0.002000, 0.002000, 0.014102,0.072260,0.034334,0.055581,0.027860,0.084130,0.026076,0.068360,0.016629,0.130585,0.004782,0.041537,0.006034,28466066
318001,0.027955, 0.002000, 0.004632, 0.002000,0.076933,0.081143,0.065759,0.017145,0.072754,0.088295,0.067514,0.007832,0.058413,0.027754,0.026027,0.002000,28386023
318501,0.010374, 0.107834, 0.002000, 0.002000,0.055344,0.082238,0.069342,0.039230,0.073073,0.074075,0.056037,0.020043,0.109356,0.049501,0.075801,0.089857,28500462
319001,0.002748, 0.048433, 0.104286, 0.058824,0.089319,0.063684,0.065520,0.022510,0.142139,0.059411,0.098964,0.013267,0.131212,0.044406,0.105037,0.022970,28469077
319501,0.091975, 0.115157, 0.002000, 0.002000,0.074757,0.081714,0.062707,0.025623,0.077544,0.058394,0.080711,0.012022,0.099801,0.068255,0.055903,0.002000,28482558
320001,0.002000, 0.142319, 0.150250, 0.002000,0.069640,0.066919,0.064063,0.020461,0.081102,0.075509,0.081851,0.009776,0.056748,0.106809,0.066983,0.002000,28402845
320501,0.122143, 0.046404, 0.193570, 0.002000,0.056325,0.043072,0.061557,0.015296,0.076735,0.038007,0.065565,0.006888,0.105801,0.052745,0.171558,0.002000,28423753
321001,0.002000, 0.050342, 0.126715, 0.002000,0.080910,0.075080,0.071725,0.027912,0.082199,0.078759,0.096085,0.013265,0.015287,0.059662,0.055841,0.002000,28407878
321501,0.059348, 0.095742, 0.140620, 0.002000,0.055072,0.042902,0.064549,0.022447,0.051649,0.041422,0.064578,0.012682,0.021116,0.054781,0.083977,0.017971,28399970
322001,0.051212, 0.145423, 0.002000, 0.002000,0.090148,0.071774,0.085388,0.018495,0.108827,0.070157,0.071062,0.007825,0.106906,0.054197,0.035982,0.002000,28432692
322501,0.043767, 0.002000, 0.126318, 0.002000,0.079982,0.081336,0.061581,0.026051,0.095690,0.077137,0.063159,0.011722,0.092375,0.030522,0.092222,0.004001,28459723
323001,0.133889, 0.002000, 0.027888, 0.064227,0.096093,0.068441,0.083083,0.030646,0.102560,0.065075,0.105926,0.022332,0.066887,0.008485,0.103097,0.031806,28510270
323501,0.070601, 0.076460, 0.008490, 0.002000,0.088165,0.053112,0.057459,0.018955,0.103056,0.065825,0.080919,0.010022,0.134259,0.098743,0.010545,0.003961,28437136
324001,0.006398, 0.085480, 0.113448, 0.002000,0.070520,0.064417,0.074200,0.016853,0.078788,0.080805,0.085248,0.008099,0.077651,0.029827,0.120265,0.002000,28382966
324501,0.079357, 0.009603, 0.061026, 0.002000,0.086073,0.065039,0.089686,0.030963,0.117642,0.082996,0.116675,0.022831,0.126223,0.044629,0.043066,0.028557,28421028
325001,0.010555, 0.002000, 0.199823, 0.002000,0.074537,0.037323,0.076870,0.022110,0.078785,0.030437,0.064405,0.009254,0.054553,0.036963,0.067941,0.002000,28403390
325501,0.094755, 0.076710, 0.105343, 0.002000,0.082794,0.091852,0.074575,0.025833,0.127658,0.109319,0.085126,0.015888,0.086817,0.099178,0.041756,0.014060,28310302
326001,0.002000, 0.133367, 0.057962, 0.002000,0.080411,0.055491,0.057342,0.016318,0.077182,0.056533,0.083486,0.008996,0.074775,0.111377,0.047648,0.002000,28392194
326501,0.033982, 0.190296, 0.002000, 0.072950,0.100001,0.082075,0.066892,0.025392,0.099179,0.077068,0.074846,0.014005,0.154374,0.177806,0.068563,0.025650,28373394
327001,0.168800, 0.076792, 0.125697, 0.002000,0.075090,0.085550,0.066138,0.024583,0.101422,0.075987,0.074814,0.011946,0.122295,0.034365,0.074297,0.002000,28566782
327501,0.039375, 0.119835, 0.127563, 0.009271,0.104230,0.064318,0.094404,0.024958,0.119710,0.057638,0.092401,0.013111,0.042311,0.062710,0.111658,0.046601,28421496
328001,0.072679, 0.002000, 0.199588, 0.002000,0.069491,0.074936,0.076731,0.021963,0.080416,0.069204,0.089897,0.010491,0.139734,0.058573,0.096889,0.002000,28498862
328501,0.002000, 0.083674, 0.198661, 0.002000,0.080399,0.048764,0.073916,0.033360,0.090451,0.040559,0.084586,0.023798,0.067077,0.043105,0.130965,0.031321,28463828
329001,0.194297, 0.002000, 0.094157, 0.028290,0.069943,0.050756,0.078545,0.026315,0.092805,0.034728,0.081739,0.015354,0.125163,0.028433,0.084840,0.010763,28357717
329501,0.045437, 0.002000, 0.128121, 0.002000,0.094805,0.070246,0.083774,0.029179,0.143603,0.067175,0.097169,0.020906,0.139889,0.115063,0.057562,0.028965,28504078
